070200202,2,AL-BAQARAH(AYAT 142-252),Hukum,What is the law for a husband to approach his wife on the night of the fasting month?,Legalized,Illegal,Makruh,Compulsory
080200202,2,AL-BAQARAH(AYAT 142-252),Chapter Verses,What is meant by hilal?,Crescent Moon,Star,Sun,Cloud
090200202,2,AL-BAQARAH(AYAT 142-252),Fact,What is the recommended attitude in jihad in the path of Allah SWT?,Be forgiving,Exaggerate,Being brave enough to die,Be modest
100200202,2,AL-BAQARAH(AYAT 142-252),Fact,What are the characteristics of hypocrites?,Likes to do damage on the face of the earth,Likes to praise God with his words,Likes to spend in the way of God,Likes to uphold justice
110200202,2,AL-BAQARAH(AYAT 142-252),Fact,What is Allah SWT's advice to humans?,Be quick in doing good,Do not spend in the way of Allah SWT,Perform prayer solemnly,Performing Hajj
120200202,2,AL-BAQARAH(AYAT 142-252),Fact,What is the main purpose of sending the Messengers?,Bringing guidance and warning,Fighting the infidels,Accumulate wealth,Spreading knowledge
130200202,2,AL-BAQARAH(AYAT 142-252),Chapter Verses,What is meant by kalimah?,Promise to Allah SWT,Prayer to Allah SWT,Swear to yourself,Speech to humans
140200202,2,AL-BAQARAH(AYAT 142-252),Fact,Why does God forbid forcing people to convert to Islam?,There is no compulsion in religion,Because it can cause peace,Because Allah hates love,To be embraced with half awareness
150200202,2,AL-BAQARAH(AYAT 142-252),Fact,What are the special month of Ramadan?,The Quran was revealed in that month of Ramadhan,He opened the gates of heaven,All bad deeds is accepted in that month of Ramadhan,Can perform diet
160200202,2,AL-BAQARAH(AYAT 142-252),Fact,In what way are we commanded to jihad?,In the way of Allah SWT,Seeking wealth and power,For the sake of the children,Enrich yourself
010300202,3,AL-BAQARAH(AYAT 253-286),Story,What advantages did Allah SWT give to some of the messengers?,Advantages of knowledge,Property advantage,Physical strength advantage,Advantages of rank and position
020300202,3,AL-BAQARAH(AYAT 253-286),Story,What Kitab was revealed to Prophet Muhammad SAW?,Al-Quran,Taurat,Injil,Zabur
030300202,3,AL-BAQARAH(AYAT 253-286),Fact,What is the proof of the oneness of Allah SWT?,God does not give birth and is not begotten,There is an alternation of day and night,There are plants and animals,The Prophet SAW can intercede even without God's permission
040300202,3,AL-BAQARAH(AYAT 253-286),Fact,Who is in the dark and who is guided by Allah SWT?,Unbelievers are in darkness believers are guided,Believers are in darkness unbelievers are guided,All men are in darkness,All humans are guided
050300202,3,AL-BAQARAH(AYAT 253-286),Story,Who debated with Prophet Ibrahim pbuh about the oneness of Allah SWT?,King Namrud,King Pharaoh,King Abrahah,King Sulaiman
060300202,3,AL-BAQARAH(AYAT 253-286),Story,What proof did the infidel king ask for from Prophet Ibrahim pbuh?,Reviving a dead bird,Bringing the dead back to life,Bringing rain from the sky,Bringing shooting stars
070300202,3,AL-BAQARAH(AYAT 253-286),Story,How did Prophet Ibrahim pbuh revive dead birds?,By calling it back after being cut,By blowing the spirit into the bird's body,By healing bird wounds,By praying for the birds
080300202,3,AL-BAQARAH(AYAT 253-286),Story,What parables did God use to describe the faith of Prophet Ibrahim pbuh?,Like a lost person who finds guidance,Like a shining star,Like the bright sun,Like a vast ocean
090300202,3,AL-BAQARAH(AYAT 253-286),Story,How did the infidel king react after witnessing the Mukjizat of Prophet Ibrahim pbuh?,The king remained disobedient and did not want to believe,The king immediately believed with full confidence,The king asked for time to think about it first,The king was angry and expelled Prophet Ibrahim pbuh
100300202,3,AL-BAQARAH(AYAT 253-286),Chapter Verses,What is the parable for the person who spends his wealth in the way of God?,Like a seed that grows 700 seeds,Like a seed that grows 70 seeds,Like a seed that grows 7 seeds,Like a seed that cannot grow
110300202,3,AL-BAQARAH(AYAT 253-286),Fact,For whom does God multiply the reward?,For those who spend and do good deeds,Only for the rich,For the poor only,For the generous only
120300202,3,AL-BAQARAH(AYAT 253-286),Fact,What is mentioned about the person who spends his wealth?,All answers are correct,Not accompanying him by mentioning his gifts,Do not hurt with words or actions,Don't expect a reply
130300202,3,AL-BAQARAH(AYAT 253-286),Fact,What attitude does Allah SWT criticize when spending?,ripple attitude,Sincere attitude,Qanaah attitude,Generous attitude
140300202,3,AL-BAQARAH(AYAT 253-286),Fact,What is forbidden to donate?,Bad property,Good property,Halal property,Beloved treasure
150300202,3,AL-BAQARAH(AYAT 253-286),Fact,What can be said about the devil and usury?,Satan encourages usury,Satan does not promote usury,Satan forbids usury,Satan hates usury
160300202,3,AL-BAQARAH(AYAT 253-286),Hukum,What is the reward for those who abandon riba?,Avoid the punishment of hell,His sustenance will be doubled,Will be put in hell,Got a big sin
170300202,3,AL-BAQARAH(AYAT 253-286),Fact,What are the rules in doing debt?,All answers are correct,Recorded and teach the writer,Witnessed by two witnesses,Has a certain period of time
180300202,3,AL-BAQARAH(AYAT 253-286),Fact,In what circumstances is a person allowed to go into debt without being recorded?,In a state of travel,In harm's way,In good health,No one allows it
190300202,3,AL-BAQARAH(AYAT 253-286),Chapter Verses,What is the parable of the person who takes riba?,Like a person possessed by the devil,Like a demon possessed person,Like people possessed by animals,Like a person controlled by the devil
200300202,3,AL-BAQARAH(AYAT 253-286),Hukum,What are the consequences of eating from riba?,Allah SWT removes the blessings of life,Allah SWT multiplies riba,Allah SWT melipatgandakan harta,Allah SWT membatalkan keuntungan
210300202,3,AL-BAQARAH(AYAT 253-286),Fact,What is God's promise to those who abandon riba?,Given halal sustenance,Multiplied his wealth,Entered into heaven,Will not suffer the torment of hell fire
220300202,3,AL-BAQARAH(AYAT 253-286),Hukum,How to record debts and creditors?,Recorded and read to the writer,Recorded and pledged to the writer,Note it clearly and don't doubt it,Recorded with a certain period of time
230300202,3,AL-BAQARAH(AYAT 253-286),Fact,What is ordered to the writer in recording the debt?,The writer should not refuse to write it,Makruh recorded it with the permission of both parties,It is a sunnah to record it honestly according to God's teachings,He should hide any part of it
240300202,3,AL-BAQARAH(AYAT 253-286),Fact,What should be the attitude of a believer?,Believe in God His angels His book and His messengers,Do not believe in what was revealed to Prophet Muhammad,Distinguishing between the messengers of Allah,Believe in some messengers and deny others
250300202,3,AL-BAQARAH(AYAT 253-286),Fact,What does a believer ask Allah SWT?,To receive God's forgiveness and mercy,To be given luxury in the world,To be given a lot of food,To get a beautiful or handsome partner
260300202,3,AL-BAQARAH(AYAT 253-286),Fact,What will be obtained for anyone who obeys Allah and His Messenger?,The reward is multiplied,Big win,Happiness in this world and hereafter,His sins are not forgiven
270300202,3,AL-BAQARAH(AYAT 253-286),Fact,How does Allah SWT command the believers?,God's command will not burden them beyond their capacity,God's command is only to fight in the way we want,God's command is only to spend in the wrong way,God's command is to worship Him solely without caring about worldly matters
010300302,3,ALI IMRAN(AYAT 1-92),Fact,What is explained in Surah Ali Imran?,Al-Quran as a guide and affirmation of previous books,The importance of fasting in Ramadan,The priority of tahajjud prayer,Proper wudhu procedure
020300302,3,ALI IMRAN(AYAT 1-92),Fact,What are the previous books before the Quran?,Injil Zabur Taurat,Injil Zabur Furqan,Zabur Taurat Suhuf,Taurat Suhuf Furqan
030300302,3,ALI IMRAN(AYAT 1-92),Fact,For whom is the Quran a guide?,Pious people,Hypocritical people,The disobedient people,Musyrik people
040300302,3,ALI IMRAN(AYAT 1-92),Fact,What is not included among the characteristics of pious people?,Do not spend property,Believe in the unseen,Set up prayer,Believe in previous books
050300302,3,ALI IMRAN(AYAT 1-92),Story,Who is asking God to send a messenger from among themselves in this surah?,The Bani of Israel,The Quraysh,The people of Mecca,Arab polytheists
060300302,3,ALI IMRAN(AYAT 1-92),Story,What task did God give to Prophet Ibrahim and Ismail when building the Kaaba?,Sanctifying and cleaning it for places of worship,Make it a place to live,Make it a place to trade,Make it a gathering place
070300302,3,ALI IMRAN(AYAT 1-92),Story,Who is the figure mentioned serving as a priest for mankind?,Prophet Ibrahim as,Prophet Ismail as,Prophet Musa as,Prophet Muhammad SAW
080300302,3,ALI IMRAN(AYAT 1-92),Hukum,What is mentioned in Surah Ali Imran as a reward for those who believe?,Heaven under which rivers flow,A high position in the eyes of God,Eternal happiness in the afterlife,All answers are correct
090300302,3,ALI IMRAN(AYAT 1-92),Story,Who is meant by Jews and Christians in Surah Ali Imran?,Only Jews and Christians deny it,All Jews and Christians,Only Jews and Christians at the time Nabi Muhammad SAW,All followers of religions other than Islam
100300302,3,ALI IMRAN(AYAT 1-92),Fact,These are the nature of those who will enter heaven except?,Convoluted in the truth,Get guidance from God,Fear God,Surrender to God
110300302,3,ALI IMRAN(AYAT 1-92),Story,Who is meant by 'A people who deny the verses of Allah'?,The Bani of Israel,The polytheists of Mecca,Hypocrites,People who did not believe in the previous messenger
120300302,3,ALI IMRAN(AYAT 1-92),Story,What is the name of the mother of Prophet Isa as?,Maryam,Hajar,Asiah,Khadijah
130300302,3,ALI IMRAN(AYAT 1-92),Story,What is the miraculous event about the birth of Prophet Isa as?,He was born without a father,He was born in the Sahara Desert,He was born already able to speak,He was born a twin with his brother
140300302,3,ALI IMRAN(AYAT 1-92),Story,Allah SWT chose and purified Maryam and placed her above,All women of nature,Another woman of her time,Women in heaven,A woman of her time
150300302,3,ALI IMRAN(AYAT 1-92),Story,What happened to Maryam when she gave birth to Isa?,She is in a difficult situation,She felt excruciating pain,She almost died giving birth to him,She felt very scared
160300302,3,ALI IMRAN(AYAT 1-92),Story,Who are called the people who followed Isa after he came to him?,The hawariyyun (faithful followers of Prophet Is,The companions of Prophet Muhammad peace be upon him,Faithful followers of the Prophet Muhammad,Christians
170300302,3,ALI IMRAN(AYAT 1-92),Story,What are the accusations of the Bani Israel against Prophet Isa as?,Doing magic and trickery,Claiming himself to be God,Worship god other than Allah,Bring heresy
180300302,3,ALI IMRAN(AYAT 1-92),Story,What is the promise of Allah SWT to those who believe in Prophet Isa as?,His rank will be elevated in the afterlife,Given power on earth,Enter a paradise full of pleasure for a while,Entered into the group of lucky people
190300302,3,ALI IMRAN(AYAT 1-92),Story,Allah SWT reminded that what the prophet Isa AS brought is?,Guidance and blessings for all mankind,Punishment for the Bani of Israel,Warning for polytheists,Lessons and advice for the pious
200300302,3,ALI IMRAN(AYAT 1-92),Story,In this surah Allah SWT calls to debate in a good way to whom?,Disobedient Bani of Israel,The polytheists of Mecca,Hypocrites in Medina,All followers of religions other than Islam
210300302,3,ALI IMRAN(AYAT 1-92),Story,What is God's call to the People of the Book?,In order to return to the same sentence (testifying that there is no god but Allah),To increase charity,To worship God other than Allah,To respect all scriptures
220300302,3,ALI IMRAN(AYAT 1-92),Story,Why did Prophet Ibrahim pbuh not include polytheists and Jews/Christians?,Because he is a Muslim (surrender to Allah),Because he is hostile to both religions,Because he comes from the Bani of Israel,Because he followed Musa and Isa
230300302,3,ALI IMRAN(AYAT 1-92),Story,What is the main message that Allah SWT wants to convey through this surah?,So that people only worship Allah,So that people remain divided despite differences,So that humans live in tolerance with each other,For people to follow the teachings of Prophet Ibrahim
240300302,3,ALI IMRAN(AYAT 1-92),Fact,What is the attitude commanded by Allah SWT?,Hold fast to Allah's guidance,Imitate and follow the ancestors,Doing shirik and worshiping idols,Conflict and division in religion
250300302,3,ALI IMRAN(AYAT 1-92),Fact,Allah SWT asserts that it is not possible for a human to?,Called to be a prophet after being sent by the apostles,Classified as a misguided person,Obtain guidance by Allah's permission,Has an arrogant and arrogant nature towards Allah
260300302,3,ALI IMRAN(AYAT 1-92),Fact,What is mentioned in surah Ali Imran as a consequence for those who turn awayafter taking the oath of allegiance from the Prophets?,They are among the wicked,They belong to the disbelievers,They received God's grace,They are a group blessed by God
270300302,3,ALI IMRAN(AYAT 1-92),Fact,Allah mentions that the Qur'an and the Book that were revealed before are,Guidance for all mankind,Only for certain races,Specially for Arab residents only,All answers are wrong
280300302,3,ALI IMRAN(AYAT 1-92),Fact,Whoever seeks a religion other than Islam then,His religion will not be accepted,Will receive God's mercy,His sins will be forgiven in the afterlife,Become believers
290300302,3,ALI IMRAN(AYAT 1-92),Fact,Which group of people will not be accepted for repentance?,Those who died in polytheism,People who repent before they die,Those who disbelieve at the time of death,People who sincerely repent
300300302,3,ALI IMRAN(AYAT 1-92),Fact,What is meant by repentance will not be accepted for unbelievers?,His repentance was not accepted after death approached,His repentance will not be accepted for a while,His repentance will be accepted if he is truly sincere and sincere,His repentance will be accepted if he leaves polytheism
010400302,4,ALI IMRAN(AYAT 93-200),Story,What is the meaning of all the food that was good before that was ever made lawful for the Children of Israel?,Food that is halal according to the shari'a of the previous people,All kinds of food without exception,Food that is permitted in the Taurat,Natural foods such as vegetables and fruits
020400302,4,ALI IMRAN(AYAT 93-200),Fact,Why does Allah SWT command to ask the people who read the Al-Kitab?,In order to know the truth about the teachings of Islam,In order not to make up any more lies,To be guided to the right path,To be a witness to the truth of the Quran
030400302,4,ALI IMRAN(AYAT 93-200),Fact,What command did Allah give to Muslims?,Hold fast to the religion of Allah SWT,Mutually hostile and separated,Following the previous Kitab,Stay away from misguided people
040400302,4,ALI IMRAN(AYAT 93-200),Fact,Why are Muslims called the best people?,Because it invites goodness and prevents evil,Because they are people who do not commit sins,Because there are many of them on the face of the earth,Because Muslims have advantages over other ummats
050400302,4,ALI IMRAN(AYAT 93-200),Fact,What is criticized by some Ahlul Kitab?,They want to turn believers into infidels,They deny the book completely,They are greedy,They claim to be guides
060400302,4,ALI IMRAN(AYAT 93-200),Fact,Who will not get the wrath of Allah SWT?,People who do not associate partners with Allah SWT,People who pretend to do good,People who do not believe in the Quran,The impatient people
070400302,4,ALI IMRAN(AYAT 93-200),Story,What happened to two groups of believers when they wanted to go to war?,One group is almost anxious and doubtful,A group almost apostates,One group almost ran away from the war,One group almost broke their promise
080400302,4,ALI IMRAN(AYAT 93-200),Fact,Why are believers told to trust in God?,So that they can get help,For them to win,So that they are not afraid,So that they don't worry
090400302,4,ALI IMRAN(AYAT 93-200),Story,How did Allah SWT help the believers in the battle of Badr?,By sending down angels,By bringing down heavy rain,By sending animal reinforcements,By sending a storm
100400302,4,ALI IMRAN(AYAT 93-200),Story,What is the warning given by Allah SWT to the believers through Surah Ali Imran?,Do not eat property of riba,Do not eat the property of orphans,Do not eat other people's property,Do not eat illegal property
110400302,4,ALI IMRAN(AYAT 93-200),Fact,What does Allah SWT promise to the pious?,Have a luck in this world and the hereafter,Entered into heaven for a moment,Given victory in war,Given abundant sustenance
120400302,4,ALI IMRAN(AYAT 93-200),Fact,What needs to be done to get forgiveness of sins and enter heaven?,Istighfar and obey the orders of God and the Messenger,A lot of charity,Lots of good deeds,Lots of fasting
130400302,4,ALI IMRAN(AYAT 93-200),Fact,What are the qualities that believers should have?,Love each other,Hate each other,Compete with each other,Betraying each other
140400302,4,ALI IMRAN(AYAT 93-200),Fact,What is the nature of Islam?,Straight religion,A misguided religion,Free religion,Hard religion
150400302,4,ALI IMRAN(AYAT 93-200),Fact,What is the description of the situation in heaven?,Full of rivers,Full of thorns,Very cold,Just like life in the world
160400302,4,ALI IMRAN(AYAT 93-200),Fact,Why does Allah SWT command to remain patient and pious?,To be glorified in this world and hereafter,To be given the wealth of the world,To be given a gift by the community,In order to improve the social status in the community
170400302,4,ALI IMRAN(AYAT 93-200),Story,What attitude did the believers show when facing defeat in the Battle of Uhud?,Remain obedient and obedient to Allah and the Messenger,Escape from war,Deny the teachings of Islam,Blame Prophet SAW
180400302,4,ALI IMRAN(AYAT 93-200),Story,What is the advice of Allah SWT to the believers after the defeat in the Battle of Uhud?,Keep trusting in Allah,Deny the bond with Allah,Leave the war,Saddened by defeat
190400302,4,ALI IMRAN(AYAT 93-200),Story,What was the attitude of some of the troops who disobeyed during the battle in Uhud?,Leave the position without permission,Stay in position,Attack the enemy first,Escape from war
200400302,4,ALI IMRAN(AYAT 93-200),Story,What caused the defeat of the Muslim forces in the Battle of Uhud?,Allah's will to test faith,Poor war strategy,Obedience of part of the team,Less use of weapons
210400302,4,ALI IMRAN(AYAT 93-200),Fact,What are the main qualities that a Messenger should have according to the verse below? It is not possible for a prophet to betray whoever betrays surely on the Day of Judgment he will come with what he betrayed.,Siddiq and trust,Tawaduk and forgiveness,Loving and kind,Ascetic and patient
220400302,4,ALI IMRAN(AYAT 93-200),Fact,Why is it impossible for a Prophet to betray?,Because treason is contrary to prophethood,Because betrayal is a sign of goodness,Because betrayal will bring a small sin,Because betrayal is a blameless act
230400302,4,ALI IMRAN(AYAT 93-200),Story,What is the reward for those who obey God and His Messenger during the Battle of Uhud?,Got a big win,Get only worldly happiness,Get property,Get wealth and glory
240400302,4,ALI IMRAN(AYAT 93-200),Fact,Why does God forbid to betray trust?,To avoid major sins,To earn the wrath of God,To be rewarded,To get a big reward
250400302,4,ALI IMRAN(AYAT 93-200),Fact,What is the image of true believers?,Those who believe are patient and do good,Those who only worship,Those who give a lot of charity,Those who like to be alone and zikr
260400302,4,ALI IMRAN(AYAT 93-200),Fact,What is Allah's promise for those who are patient and pious?,Will get profit in the afterlife,Will go to heaven for a while,Will be given facilities,Will get abundant sustenance
270400302,4,ALI IMRAN(AYAT 93-200),Story,What is the nature of the believers when tested by the Battle of Uhud?,Stay strong and patient,Run away from the war,Denied their faith,Give up and complain
280400302,4,ALI IMRAN(AYAT 93-200),Story,What causes believers to increase their faith?,Warned by the hypocrites,Due to the event of the defeat of the battle of Badr,Hearing criticism from the enemy,Seeing a strong enemy
290400302,4,ALI IMRAN(AYAT 93-200),Fact,How does Allah SWT reward those who remain steadfast in their faith?,Given a great reward,Entered into heaven,Given abundant wealth,Become a respected leader
300400302,4,ALI IMRAN(AYAT 93-200),Story,Who is described in this verse as the devil who disturbs the faith of believers?,Hypocrites,The polytheists,Damned devil,Enemy soldiers
010400402,4,AN-NISA'(AYAT 1-23),Fact,What is the main command emphasized at the beginning of Surah An-Nisa'?,Pious to Allah,Maintain a close relationship,Marry a halal woman,Giving dowry in marriage
020400402,4,AN-NISA'(AYAT 1-23),Fact,What is prohibited in relation to orphans?,Take their property,Persecuting them,Abandon them,Marry them
030400402,4,AN-NISA'(AYAT 1-23),Fact,What is Allah SWT's advice to the husband in treating his wife?,Associating with ma'ruf (good),Educate them well,Give enough sustenance,Honor them with love
040400402,4,AN-NISA'(AYAT 1-23),Fact,How should people who are incompetent in managing their property be treated?,Do not give property unless tested for efficiency,Hand over property to him,Taking his property for himself,Not giving his property at all
050400402,4,AN-NISA'(AYAT 1-23),Fact,What is the advice regarding the management of orphans' property?,Educate and supervise them well,Be tough on them,Test them first,Hand over the property completely to them
060400402,4,AN-NISA'(AYAT 1-23),Fact,How should one behave in deciding something?,Be fair even to relatives,Giving biased results,Sided with the rich,Sided with relatives
070400402,4,AN-NISA'(AYAT 1-23),Hukum,What is there to worry about if someone does not treat orphans fairly?,That person will be tortured in the hereafter,One will take the orphan's property,One will hate orphans,The orphan's relatives will be angry
080400402,4,AN-NISA'(AYAT 1-23),Hukum,How is male inheritance law compared to female?,Men get double the share of women,Men get equal to women,Men get three times the share of women,Males get all the inheritance
090400402,4,AN-NISA'(AYAT 1-23),Hukum,What are the consequences for people who disobey Allah SWT and His Messenger?,Cast into hell,Expelled from the country,His property was confiscated,Punished in the world
100400402,4,AN-NISA'(AYAT 1-23),Fact,What is the wisdom behind the division of inheritance in Islam?,For justice to happen,For there to be a family conflict,So that the strong get more,So that the property does not fall into the hands of the enemy
110400402,4,AN-NISA'(AYAT 1-23),Hukum,What was the punishment for adulterous women in early Islam?,Locked in the house until she died,Stoned to death,Imprisoned,Caned a hundred times
120400402,4,AN-NISA'(AYAT 1-23),Hukum,What is the punishment for men and women who commit adultery if they are married?,Stoned to death,Whipped 100 times,Secluded for a year,Slapped in public
130400402,4,AN-NISA'(AYAT 1-23),Fact,What is Allah SWT's advice to adulterers?,Immediately repent and improve,Showing his sin,Move to another place,Locked in the house
140400402,4,AN-NISA'(AYAT 1-23),Fact,Why does Allah SWT accept repentance from major sins?,Because Allah is Forgiving,Because people often sin,Because God does not expect people to repent,Because major sins are too heavy for God
150400402,4,AN-NISA'(AYAT 1-23),Fact,How should a husband treat your wife?,Associating in a makruf (good) way,Treat badly,Forced to do something she hates,Take back the dowry that has been given
160400402,4,AN-NISA'(AYAT 1-23),Hukum,What is prohibited in relation to the father's ex-wife (stepmother)?,Marry them,Looking at them,Give them a gift,Be nice to them
170400402,4,AN-NISA'(AYAT 1-23),Fact,Why is a man forbidden to marry certain women in Islam?,To maintain honor and harmony in the family,Because that is the Arab tradition,Because it is well regarded by the community,To maintain social status in society
010500402,5,AN-NISA'(AYAT 23-147),Fact,What is commanded to the believers in Surah An-Nisa' related towomen who are not mahram?,Can marry them by paying dowry,Can marry them without paying dowry,Can marry them unconditionally,Can't marry them under any circumstances
020500402,5,AN-NISA'(AYAT 23-147),Hukum,What is prohibited by Allah SWT?,Taking other people's property in an unrighteous way,Feeding orphans,Doing good deeds,Give charity
030500402,5,AN-NISA'(AYAT 23-147),Hukum,What is the most forbidden act in Islam?,Kill yourself,Steal out of necessity,Dispose of garbage evenly,Laugh out loud
040500402,5,AN-NISA'(AYAT 23-147),Fact,What is the permissible way of talking?,By doing business on a like-for-like basis,By way of usury,In a false way,By robbing
050500402,5,AN-NISA'(AYAT 23-147),Fact,Who is entitled to inheritance?,Guardians and close relatives,Foreigner,Rich people only,The oldest person
060500402,5,AN-NISA'(AYAT 23-147),Fact,What is commanded in Surah An-Nisa'?,Provide support to the wife,Giving inheritance to the rich,Giving property to an only child,Giving all property as charity for the mosque
070500402,5,AN-NISA'(AYAT 23-147),Fact,How is the inheritance divided for sons and daughters?,Sons get two shares daughters get one share,Daughters get two parts sons getone part,Sons and daughters get equal shares,Sons do not inherit
