140100201,1,AL-BAQARAH(AYAT 1-141),Cerita,Mengapa Bani Israil dilarang memasuki sebuah negeri?,Kerana penduduknya sangat kuat,Kerana negerinya sangat makmur,Kerana negerinya penuh kemaksiatan,Kerana penduduknya sangat zalim
150100201,1,AL-BAQARAH(AYAT 1-141),Fakta,Apakah perintah Allah SWT kepada orang-orang beriman?,Berkata dengan perkataan yang baik,Jadilah orang-orang yang selalu bertaubat,Jadilah orang-orang yang bersyukur,Memperbanyak sedekah
160100201,1,AL-BAQARAH(AYAT 1-141),Cerita,Siapakah yang dimaksud dengan kaum yang hati mereka telah dibutakan?,Orang-orang Yahudi,Orang-orang musyrik,Orang-orang munafik,Orang-orang kafir
170100201,1,AL-BAQARAH(AYAT 1-141),Cerita,Siapakah yang disebut sebagai imam bagi manusia?,Nabi Ibrahim AS,Nabi Musa AS,Nabi Muhammad SAW,Nabi Isa AS
180100201,1,AL-BAQARAH(AYAT 1-141),Cerita,Siapakah yang membantu Nabi Ibrahim AS membangun Kaabah?,Nabi Ismail AS,Nabi Musa AS,Nabi Harun AS,Nabi Yusuf AS
190100201,1,AL-BAQARAH(AYAT 1-141),Cerita,Mengapa Allah SWT memerintahkan Nabi Ibrahim AS untuk berdoa?,Agar diutuskan seorang rasul dari keturunannya,Agar diberikan kemenangan atas musuh,Agar diampuni dosa-dosanya,Agar diberi keturunan yang banyak
010200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Apakah yang dimaksud dengan kiblat?,Arah menghadap saat menunaikan solat,Tempat menunaikan ibadah haji,Arah untuk berdoa,Arah kiblat di Mekah dan Madinah
020200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Dari mananakah perubahan arah kiblat berlaku?,Dari Masjidil Aqsa ke Masjidil Haram,Dari Masjidil Haram ke Masjidil Aqsa,Dari Mekah ke Madinah,Dari Madinah ke Mekah
030200201,2,AL-BAQARAH(AYAT 142-252),Cerita,Siapakah yang disebut sebagai umat pertengahan?,Umat Nabi Muhammad SAW,Umat Nabi Ibrahim AS,Umat Nabi Musa AS,Umat sebelum Nabi Muhammad SAW
040200201,2,AL-BAQARAH(AYAT 142-252),Hukum,Apakah hukuman yang ditetapkan terhadap kes pembunuhan?,Diqisas(dibalas dengan hukuman yang setimpal),Hukuman mati,Penjara seumur hidup,Membayar denda
050200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Siapakah yang tidak mendapat pengampunan dari Allah SWT?,Orang yang menyekutukan Allah,Orang yang berbuat dosa kecil,Orang yang bertaubat nasuha,Orang yang beriman dan beramal saleh
060200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Apakah yang diperintahkan kepada orang-orang beriman?,Berwasiat sebelum mati,Berpuasa di bulan Ramadhan,Melaksanakan ibadah haji,Menjaga hubungan silaturahim
070200201,2,AL-BAQARAH(AYAT 142-252),Hukum,Bagaimana hukumnya bagi suami untuk mendekati istrinya di malam bulan puasa?,Dihalalkan,Haram,Makruh,Wajib
080200201,2,AL-BAQARAH(AYAT 142-252),Ayat Surah,Apakah yang dimaksud dengan hilal?,Bulan sabit,Bintang,Matahari,Awan
090200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Bagaimana sikap yang dianjurkan dalam berjihad di jalan Allah SWT?,Bersikap pemaaf,Bersikap berlebih-lebihan,Bersikap berani mati,Bersikap sederhana
100200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Sifat apakah yang dimiliki orang-orang munafik?,Suka berbuat kerusakan di muka bumi,Suka memuji Allah dengan perkataannya,Suka berinfak di jalan Allah,Suka menegakkan keadilan
110200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Apakah nasihat Allah SWT kepada manusia?,Bersegeralah dalam mengerjakan kebaikan,Janganlah berinfak di jalan Allah SWT,Mendirikan shalat dengan khusyu',Menunaikan ibadah haji
120200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Apakah tujuan utama diutusnya para Rasul?,Membawa petunjuk dan memberi peringatan,Memerangi orang-orang kafir,Mengumpulkan harta kekayaan,Menyebarkan ilmu pengetahuan
130200201,2,AL-BAQARAH(AYAT 142-252),Ayat Surah,Apakah yang dimaksud dengan kalimah?,Janji kepada Allah SWT,Doa kepada Allah SWT,Sumpah kepada diri sendiri,Ucapan kepada manusia
140200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Mengapa Allah melarang memaksa orang memeluk agama Islam?,Tidak ada paksaan dalam menganut agama,Kerana dapat menimbulkan kekacauan,Kerana Allah menyukai sikap kasih sayang,Agar dipeluk dengan kesadaran penuh
150200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Apakah keistimewaan bulan Ramadan?,Al-Quran diturunkan di bulan itu,Dibukanya pintu-pintu syurga,Semua amal diterima di bulan itu,Kewajiban ibadah puasa di bulan itu
160200201,2,AL-BAQARAH(AYAT 142-252),Fakta,Di jalan apakah kita diperintahkan untuk berjihad?,Di jalan Allah SWT,Mencari kekayaan dan kekuasaan,Untuk kepentingan anak-anak,Memperkaya diri sendiri
010300201,3,AL-BAQARAH(AYAT 253-286),Cerita,Apakah kelebihan yang diberikan Allah SWT kepada sebagian rasul-rasul?,Kelebihan ilmu,Kelebihan harta,Kelebihan kekuatan fisik,Kelebihan pangkat dan kedudukan
020300201,3,AL-BAQARAH(AYAT 253-286),Cerita,Kitab apakah yang diturunkan kepada Nabi Muhammad SAW?,Al-Quran,Taurat,Injil,Zabur
030300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Apakah bukti keesaan Allah SWT?,Allah tidak beranak dan tidak diperanakkan,Adanya pergantian siang dan malam,Adanya tumbuhan dan hewan,Tidak ada seorang pun yang dapat memberi syafaat kecuali seizin-Nya
040300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Siapakah yang berada dalam kegelapan dan siapakah yang diberi petunjuk oleh Allah SWT?,Orang kafir dalam kegelapan orang beriman diberi petunjuk,Orang beriman dalam kegelapan orang kafir diberi petunjuk,Semua manusia dalam kegelapan,Semua manusia diberi petunjuk
050300201,3,AL-BAQARAH(AYAT 253-286),Cerita,Siapakah yang berdebat dengan Nabi Ibrahim AS tentang keesaan Allah SWT?,Raja Namrudz,Raja Firaun,Raja Abrahah,Raja Sulaiman
060300201,3,AL-BAQARAH(AYAT 253-286),Cerita,Apakah bukti yang diminta oleh raja kafir tersebut kepada Nabi Ibrahim AS?,Menghidupkan burung yang sudah mati,Menghidupkan orang yang sudah mati,Mendatangkan hujan dari langit,Mendatangkan bintang jatuh
070300201,3,AL-BAQARAH(AYAT 253-286),Cerita,Bagaimana cara Nabi Ibrahim AS menghidupkan kembali burung-burung yang sudah mati?,Dengan memanggilnya kembali setelah dipotong,Dengan meniupkan roh ke tubuh burung,Dengan menyembuhkan luka burung,Dengan mendoakan burung-burung itu
080300201,3,AL-BAQARAH(AYAT 253-286),Cerita,Apakah perumpamaan yang digunakan oleh Allah untuk menggambarkan keimanan Nabi Ibrahim AS?,Seperti orang yang sesat lalu mendapat petunjuk,Seperti bintang yang bersinar,Seperti matahari yang terang,Seperti lautan yang luas
090300201,3,AL-BAQARAH(AYAT 253-286),Cerita,Bagaimana reaksi raja kafir setelah menyaksikan mukjizat Nabi Ibrahim AS?,Raja tetap ingkar dan tidak mau beriman,Raja langsung beriman dengan penuh keyakinan,Raja meminta waktu untuk memikirkannya dulu,Raja marah dan mengusir Nabi Ibrahim AS
100300201,3,AL-BAQARAH(AYAT 253-286),Ayat Surah,Apakah perumpamaan bagi orang yang menginfakkan hartanya di jalan Allah?,Seperti sebutir biji yang menumbuhkan 700 butir,Seperti sebutir biji yang menumbuhkan 70 butir,Seperti sebutir biji yang menumbuhkan 7 butir,Seperti sebutir biji yang tak dapat tumbuh
110300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Bagi siapakah Allah melipatgandakan pahala?,Bagi yang menginfakkan dan mengerjakan amal saleh,Bagi yang kaya raya saja,Bagi yang fakir miskin saja,Bagi yang dermawan saja
120300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Apakah yang disebutkan tentang orang yang menginfakkan hartanya?,Semua jawapan adalah benar,Tidak mengiringinya dengan menyebut-nyebut pemberiannya,Tidak menyakiti dengan kata-kata atau perbuatan,Tidak mengharapkan balasan
130300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Sikap apakah yang dicela Allah SWT ketika berinfak?,Sikap riyak,Sikap ikhlas,Sikap qanaah,Sikap pemurah
140300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Apakah yang dilarang untuk disedekahkan?,Harta yang buruk,Harta yang baik-baik,Harta yang halal,Harta yang dicintai
150300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Bagaimana sifat syaitan dalam menggambarkan riba?,Syaitan menjerumuskan ke dalam riba,Syaitan menganjurkan riba,Syaitan melarang riba,Syaitan menyesatkan dari riba
160300201,3,AL-BAQARAH(AYAT 253-286),Hukum,Apakah balasan bagi orang yang meninggalkan riba?,Terhindar dari azab neraka,Akan dilipat gandakan rezekinya,Akan dimasukkan ke dalam syurga,Mendapat pahala yang besar
170300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Bagaimana aturan dalam melakukan hutang piutang?,Semua jawapan benar,Dicatat dan didiktekan kepada penulis,Disaksikan oleh dua orang saksi,Mempunyai jangka waktu tertentu
180300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Dalam keadaan apakah seseorang dibolehkan berhutang tanpa dicatat?,Dalam keadaan musafir,Dalam keadaan mudarat,Dalam keadaan perang,Tidak ada yang membolehkannya
190300201,3,AL-BAQARAH(AYAT 253-286),Ayat Surah,Bagaimana perumpamaan orang yang mengambil riba? ,Seperti orang kerasukan syaitan,Seperti syaitan kerasukan orang,Seperti orang kemasukan syaitan,Seperti orang yang dikendalikan syaitan
200300201,3,AL-BAQARAH(AYAT 253-286),Hukum,Apakah akibat dari memakan dari hasil riba?,Allah SWT menghapuskan keberkatan hidup ,Allah SWT melipatgandakan riba ,Allah SWT melipat gandakan harta,Allah SWT membatalkan keuntungan
210300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Apakah janji Allah kepada orang yang meninggalkan riba? ,Diberikan rezeki yang halal,Dilipatgandakan hartanya,Dimasukkan ke dalam syurga ,Tidak akan terkena siksaan api neraka
220300201,3,AL-BAQARAH(AYAT 253-286),Hukum,Bagaimana cara melakukan pencatatan hutang dan pengutang?,Dicatat dan didiktekan kepada penulis,Dicatat dan diikrarkan kepada penulis ,Dicatat dengan jelas dan jangan meragukannya,Dicatat dengan mempunyai jangka waktu tertentu
230300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Apakah yang diperintahkan kepada penulis dalam pencatatan hutang?,Hendaknya penulis tidak menolak menulisnya,Hendaknya mencatatnya dengan izin kedua belah pihak,Hendaknya mencatatnya dengan jujur sesuai ajaran Allah,Hendaknya tidak menyembunyikan bagian apapun darinya
240300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Bagaimana seharusnya sikap seorang mukmin? ,Beriman kepada Allah malaikat-Nya kitab-Nya dan rasul-rasulNya,Tidak mempercayai apa yang diturunkan kepada Nabi Muhammad,Membeda-bedakan antara rasul-rasul Allah ,Beriman kepada sebagian rasul dan mengingkari sebagian lainnya
250300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Apakah yang dimohonkan seorang mukmin kepada Allah SWT? ,Untuk mendapat ampunan dan rahmat Allah, Supaya dimasukkan ke dalam syurga, Agar diberi rezeki yang banyak ,Untuk mendapat petunjuk dari Allah
260300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Apakah yang akan didapatkan bagi siapa saja yang mentaati Allah dan Rasul-Nya? ,Pahala yang berlipat ganda ,Kemenangan yang besar,Kebahagiaan dunia dan akhirat ,Diampuni dosa-dosanya
270300201,3,AL-BAQARAH(AYAT 253-286),Fakta,Bagaimana perintah Allah SWT kepada orang-orang beriman? ,Untuk tidak membebani mereka melebihi kesanggupannya,Untuk berjihad di jalan Allah ,Untuk berinfak di jalan-Nya ,Untuk beribadah kepadaNya semata 
010300301,3,ALI IMRAN(AYAT 1-92),Fakta,Apakah yang dijelaskan dalam surah Ali Imran?,Al-Quran sebagai petunjuk dan penegasan kitab-kitab terdahulu ,Pentingnya berpuasa di bulan Ramadhan,Keutamaan solat tahajud ,Tatacara berwudhu dengan benar
020300301,3,ALI IMRAN(AYAT 1-92),Fakta,Kitab-kitab terdahulu yang dimaksudkan oleh Al-Quran? , Injil Zabur Taurat,Injil Zabur Furqan,Zabur Taurat Suhuf,Taurat Suhuf Furqan
030300301,3,ALI IMRAN(AYAT 1-92),Fakta,Bagi siapakah Al-Quran itu menjadi petunjuk? ,Orang-orang yang bertakwa,Orang-orang yang beriman ,Orang-orang yang ingkar ,Orang-orang musyrik 
040300301,3,ALI IMRAN(AYAT 1-92),Fakta,Apakah yang tidak termasuk di antara sifat orang-orang bertakwa? ,Tidak menginfakkan harta,Beriman kepada yang ghaib ,Mendirikan solat ,Mengimani kitab-kitab sebelumnya
050300301,3,ALI IMRAN(AYAT 1-92),Cerita,Siapakah yang memohon kepada Allah agar diutus seorang rasul dari kalangan mereka sendiri?,Kaum Bani Israil ,Kaum Quraisy ,Penduduk Mekah ,Kaum musyrikin Arab
060300301,3,ALI IMRAN(AYAT 1-92),Cerita,Tugas apa yang diberikan Allah kepada Nabi Ibrahim dan Ismail ketika membangun Ka'bah?,Mensucikan dan membersihkannya untuk tempat ibadah ,Menjadikannya sebagai tempat tinggal,Menjadikannya sebagai tempat berdagang ,Menjadikannya sebagai tempat berkumpu
070300301,3,ALI IMRAN(AYAT 1-92),Cerita,Siapakah tokoh yang disebutkan berkhidmat sebagai imam bagi manusia ? ,Nabi Ibrahim a.s ,Nabi Ismail a.s,Nabi Musa a.s,Nabi Muhammad saw.
080300301,3,ALI IMRAN(AYAT 1-92),Hukum,Apakah yang disebutkan dalam surah Ali Imran sebagai balasan bagi orang-orang yang beriman? ,Syurga yang mengalir di bawahnya sungai-sungai ,Kedudukan yang tinggi di sisi Allah,Kebahagiaan abadi di akhirat,Semua jawapan benar
090300301,3,ALI IMRAN(AYAT 1-92),Cerita,Siapakah yang dimaksud kaum Yahudi dan Nasrani dalam surah Ali Imran?, Hanya penganut Yahudi dan Nasrani yang ingkar saja ,Semua penganut Yahudi dan Nasrani,Hanya penganut Yahudi dan Nasrani pada masa Nabi Muhammad saw,Semua penganut agama selain Islam
100300301,3,ALI IMRAN(AYAT 1-92),Fakta,Disebutkan sifat mereka yang akan masuk syurga kecuali... ,Berbelit-belit dalam kebenaran,Mendapat petunjuk dari Tuhannya,Bertakwa kepada Allah ,Berserah diri kepada Allah
110300301,3,ALI IMRAN(AYAT 1-92),Cerita,Siapakah yang dimaksud dengan 'Kaum yang mengingkari ayat-ayat Allah'? ,Kaum Bani Israil ,Kaum musyrikin Mekah ,Kaum munafik,Kaum yang tidak beriman kepada rasul sebelumnya
120300301,3,ALI IMRAN(AYAT 1-92),Cerita,Siapakah nama ibu dari Nabi Isa a.s?,Maryam,Hajar,Asiah,Khadijah
130300301,3,ALI IMRAN(AYAT 1-92),Cerita,Apakah peristiwa ajaib tentang kelahiran Nabi Isa a.s?,Beliau dilahirkan tanpa seorang ayah ,Beliau dilahirkan di Padang Sahara ,Beliau dilahirkan dalam keadaan sudah bisa berbicara ,Beliau dilahirkan kembar bersama saudara laki-lakinya
140300301,3,ALI IMRAN(AYAT 1-92),Cerita,Allah SWT memilih dan menyucikan Maryam serta melebihkannya di atas.... ,Perempuan sekalian alam,Perempuan lainnya di zamannya ,Perempuan-perempuan di syurga,Perempuan yang ada di masanya
150300301,3,ALI IMRAN(AYAT 1-92),Cerita,Peristiwa apa yang dialami Maryam ketika melahirkan Nabi Isa?, Dia berada dalam keadaan sulit,Dia merasa kesakitan yang luar biasa ,Dia hampir meninggal saat melahirkannya ,Dia merasa sangat ketakutan 
160300301,3,ALI IMRAN(AYAT 1-92),Cerita,Siapakah yang disebut sebagai orang-orang yang mengikuti Nabi Isa setelah datangnya kepadanya?,Para hawariyyin (pengikut setia Nabi Is,Para sahabat Nabi Muhammad saw,Pengikut setia Nabi Isa,Kaum Nasrani 
170300301,3,ALI IMRAN(AYAT 1-92),Cerita,Apakah tuduhan kaum Bani Israil kepada Nabi Isa a.s?,Melakukan sihir dan tipu muslihat,Mengaku dirinya sebagai Tuhan , Mempersekutukan Allah,Membawa ajaran sesat
180300301,3,ALI IMRAN(AYAT 1-92),Cerita,Apakah janji Allah SWT kepada orang-orang yang beriman kepada Nabi Isa a.s?,Diangkat derajatnya di akhirat nanti,Diberikan kekuasaan di muka bumi,Masuk ke dalam syurga yang penuh kenikmatan,Dimasukkan ke dalam golongan orang-orang yang beruntung
190300301,3,ALI IMRAN(AYAT 1-92),Cerita,Allah SWT mengingatkan bahwa sesungguhnya apa yang dibawa oleh Nabi Isa adalah... ,Petunjuk dan rahmat bagi seluruh manusia,Hukuman bagi Bani Israil ,Peringatan bagi orang-orang musyrik ,Pelajaran dan nasihat bagi orang-orang bertakwa 
200300301,3,ALI IMRAN(AYAT 1-92),Cerita,Allah SWT menyeru untuk mendebat dengan cara yang baik kepada...,Bani Israil yang ingkar ,Orang-orang musyrik Mekah,Orang munafik di Madinah,Seluruh penganut agama selain Islam
210300301,3,ALI IMRAN(AYAT 1-92),Cerita,Apakah seruan Allah kepada Ahlul Kitab?,Agar kembali kepada kalimat yang sama (bersaksi tidak ada Tuhan selain Allah),Agar beriman kepada rasul-rasul sebelumnya ,Agar menyembah Tuhan selain Allah,Agar menghormati semua kitab suci 
220300301,3,ALI IMRAN(AYAT 1-92),Cerita,Mengapa Nabi Ibrahim tidak termasuk orang musyrik dan Yahudi/Nasrani? ,Kerana ia seorang muslim (berserah diri kepada Allah) ,Kerana ia memusuhi kedua agama tersebut,Kerana ia berasal dari Bani Israil ,Kerana ia mengikuti Nabi Musa dan Isa
230300301,3,ALI IMRAN(AYAT 1-92),Cerita,Pesanan utama apa yang hendak disampaikan Allah SWT adalah..., Agar manusia hanya menyembah Allah saja,Agar manusia tetap bersatu dalam perbedaan ,Agar manusia hidup saling bertoleransi ,Agar manusia mengikuti ajaran Nabi Ibrahim
240300301,3,ALI IMRAN(AYAT 1-92),Fakta,Bagaimana sikap yang diperintahkan Allah SWT?, Berpegang teguh pada hidayah Allah,Bertaklid dan mengikuti nenek moyang ,Berbuat syirik dan menyembah berhala,Berselisih dan berpecah belah dalam agama 
250300301,3,ALI IMRAN(AYAT 1-92),Fakta,Allah SWT menegaskan bahwa tidak mungkin bagi seorang manusia untuk...? ,Diseru menjadi seorang nabi setelah diutus para rasul ,Digolongkan sebagai orang yang sesat,Memperoleh petunjuk atas izin Allah, Memiliki sifat sombong dan angkuh kepada Allah
260300301,3,ALI IMRAN(AYAT 1-92),Fakta,Apa yang disebutkan dalam surah Ali Imran sebagai konsekuensi bagi siapa yang berpaling setelah mengambil perjanjian tersebut? ,Mereka termasuk orang-orang yang rugi ,Mereka tergolong orang-orang yang kafir,Mereka terancam dijauhkan dari rahmat Allah ,Mereka adalah golongan yang sesat lagi derhaka
270300301,3,ALI IMRAN(AYAT 1-92),Fakta,Allah menyebutkan bahwa al-Quran dan al-Kitab yang diturunkan sebelumnya adalah... ,Petunjuk bagi seluruh umat manusia, Hanya untuk kaum tertentu saja , Khusus untuk penduduk Arab saja,Semua jawapan salah
280300301,3,ALI IMRAN(AYAT 1-92),Fakta,Barangsiapa mencari agama selain Islam maka... ,Agamanya tidak akan diterima,Akan dijauhkan dari rahmat Allah,Dosanya akan diampuni di akhirat,Menjadi orang-orang yang sesat
290300301,3,ALI IMRAN(AYAT 1-92),Fakta,Golongan manakah orang yang tidak akan diterima taubatnya?,Orang-orang yang meninggal dalam kemusyrikan,Orang-orang yang bertaubat sebelum mati ,Orang-orang yang kafir saat kedatangan ajal,Orang-orang yang bertaubat dengan tulus
300300301,3,ALI IMRAN(AYAT 1-92),Fakta,Apakah yang dimaksud dengan tidak akan diterima taubatnya bagi orang-orang kafir?,Taubatnya tidak diterima setelah kematian menjelang,Taubatnya benar-benar tidak diterima selamanya ,Taubatnya bisa diterima jika benar-benar tulus dan ikhlas ,Taubatnya bisa diterima jika meninggalkan kemusyrikan
010400301,4,ALI IMRAN(AYAT 93-200),Cerita,Apakah maksud segala makanan yang baik-baik dahulu yang pernah dihalalkan bagi Bani Israil?,Makanan yang halal menurut syariat umat sebelumnya ,Semua jenis makanan tanpa terkecuali, Makanan yang dihalalkan dalam Taurat,Makanan alamiah seperti sayur dan buah-buahan
020400301,4,ALI IMRAN(AYAT 93-200),Fakta,Mengapakah Allah SWT menyuruh untuk bertanyalah kepada orang-orang yang membaca al-Kitab?,Agar mengetahui kebenaran tentang ajaran Islam ,Agar tidak mengada-ada kebohongan lagi ,Agar mendapat petunjuk ke jalan yang benar,Agar menjadi saksi atas kebenaran Al-Quran
030400301,4,ALI IMRAN(AYAT 93-200),Fakta, Perintah apakah yang disampaikan Allah kepada umat Islam?,Berpegang teguh pada tali (agama Allah SWT), Saling bermusuhan dan bercerai-berai ,Mengikuti ahli kitab terdahulu ,Menjauhi orang-orang yang sesat
040400301,4,ALI IMRAN(AYAT 93-200),Fakta,Mengapa umat Islam disebut sebagai umat terbaik?,Kerana mengajak kebaikan dan mencegah kemungkaran ,Kerana merupakan umat pilihan Allah ,Kerana banyak jumlahnya di muka bumi ,Kerana memiliki kelebihan atas umat-umat lain
050400301,4,ALI IMRAN(AYAT 93-200),Fakta,Apakah yang dikecam dari sebagian Ahlul Kitab?,Mereka ingin mengembalikan orang beriman menjadi kafir ,Mereka beriman kepada sebagian kitab dan mengingkari sebagian lainnya ,Mereka tamak terhadap kaum mukminin ,Mereka mengaku diri sebagai pemberi petunjuk
060400301,4,ALI IMRAN(AYAT 93-200),Fakta,Siapakah yang tidak akan mendapat kemurkaan Allah SWT? ,Orang-orang yang tidak menyekutukan Allah SWT,Orang-orang yang berbuat kebaikan ,Orang-orang yang beriman kepada Al-Quran , Orang-orang yang selalu bersabar 
070400301,4,ALI IMRAN(AYAT 93-200),Cerita,Apakah yang berlaku kepada dua golongan dari kalangan orang-orang mukmin ketika hendak berperang?,Satu golongan hampir cemas dan ragu, Satu golongan hampir murtad,Satu golongan hampir lari daripada peperangan,Satu golongan hampir ingkar janji
